Median Income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic,police_killing
43000,15.8,79.1,90.8,0.2,0.6,0.4,23.1,0.0
48125,9.7,91.4,97.2,0.4,0.0,0.4,3.9,0.0
42750,11.8,88.6,93.3,0.0,1.3,0.5,10.1,0.0
30962,13.2,83.0,99.3,0.0,0.0,0.7,2.2,0.0
36061,14.8,92.4,98.4,0.0,0.8,0.0,1.4,0.0
53125,11.0,95.1,99.2,0.0,0.8,0.0,1.3,0.0
55139,10.8,91.9,94.4,0.2,0.4,0.2,4.1,0.0
35000,4.4,82.5,94.0,0.0,1.2,1.2,3.6,0.0
34205,26.3,98.0,96.2,0.0,0.0,0.9,0.0,0.0
42327,15.0,88.5,91.5,0.4,0.3,0.7,10.9,0.0
64118,6.3,94.2,99.0,0.0,0.5,0.0,2.0,0.0
41037,18.0,91.1,97.2,0.3,0.3,0.4,4.2,0.0
32708,15.7,93.2,97.7,0.0,0.0,0.0,1.6,0.0
29500,16.1,79.7,99.3,0.7,0.0,0.0,0.0,0.0
105625,0.0,88.9,75.0,0.0,25.0,0.0,0.0,0.0
32115,12.3,92.2,99.7,0.3,0.0,0.0,2.8,0.0
37917,21.5,92.0,91.1,0.0,0.3,0.7,10.1,0.0
32500,15.2,95.8,97.9,0.0,2.1,0.0,0.0,0.0
38125,16.8,80.6,79.7,0.5,0.3,0.0,24.7,0.0
36042,23.8,93.2,84.3,0.3,11.6,0.0,2.4,0.0
18958,72.2,100.0,81.0,0.0,0.0,0.0,19.0,0.0
46250,16.5,89.2,88.0,1.6,1.4,0.6,12.1,0.0
48036,16.9,88.9,100.0,0.0,0.0,0.0,0.0,0.0
54250,7.5,92.9,98.1,1.0,0.2,0.2,1.2,0.0
40000,21.1,87.4,97.6,0.0,0.0,0.3,1.0,0.0
44367,15.9,90.3,93.1,1.0,0.7,0.7,8.8,0.0
31667,0.0,100.0,98.5,0.0,0.0,0.0,1.5,0.0
24896,19.0,81.5,95.0,1.2,0.9,0.0,5.3,0.0
52731,15.3,91.6,96.0,0.5,1.3,0.9,0.6,0.0
25000,31.8,76.5,100.0,0.0,0.0,0.0,0.0,0.0
36250,16.3,89.5,96.0,0.0,0.0,0.0,4.0,0.0
55893,6.3,78.5,89.8,0.0,0.0,0.0,13.4,0.0
42500,8.9,98.5,97.4,0.0,0.0,0.0,0.0,0.0
67750,0.0,96.6,100.0,0.0,0.0,0.0,2.3,0.0
44097,4.2,99.5,75.3,9.5,0.9,2.2,11.6,0.0
36875,14.0,91.2,94.6,0.2,0.6,0.4,7.5,0.0
39167,2.3,79.8,97.4,0.0,0.9,0.0,9.6,0.0
49896,16.7,88.0,73.1,13.7,0.8,2.4,13.1,1.0
42443,10.2,90.0,94.2,0.2,0.5,0.2,6.5,0.0
30938,17.3,89.3,100.0,0.0,0.0,0.0,3.2,0.0
40000,18.7,87.7,98.2,0.0,0.0,0.0,2.4,0.0
41426,15.3,92.8,96.4,0.3,0.2,0.1,2.8,0.0
41591,16.0,84.8,98.7,0.0,0.0,0.5,1.6,0.0
56591,4.8,93.6,98.6,0.0,0.2,0.1,0.6,0.0
33571,14.4,93.1,97.1,0.1,0.3,0.0,4.2,0.0
50893,7.4,89.0,97.8,0.3,0.0,0.3,1.8,0.0
42222,10.0,99.0,95.3,0.0,1.2,0.0,2.3,0.0
107857,0.0,89.3,98.7,0.0,0.7,0.0,0.7,0.0
49489,8.5,93.1,95.1,0.0,0.7,0.2,10.4,0.0
40491,9.9,84.2,96.0,0.1,1.2,0.4,3.2,0.0
29167,34.9,87.9,98.2,0.0,1.2,0.6,0.0,0.0
41406,11.3,86.6,98.9,0.0,1.1,0.0,0.0,0.0
51719,15.4,89.8,95.6,0.8,0.4,0.4,4.7,0.0
59063,5.9,93.0,96.0,1.7,0.0,0.6,1.1,0.0
62500,13.4,98.0,98.4,0.8,0.0,0.4,0.0,0.0
74992,4.2,97.0,90.7,3.3,0.4,1.5,5.2,0.0
31477,22.2,92.8,96.9,0.2,0.3,0.2,2.1,0.0
50882,18.3,92.7,98.3,0.0,0.0,1.0,1.9,0.0
50972,17.3,91.5,95.5,0.0,1.8,0.2,1.7,0.0
41848,22.1,96.2,91.8,4.3,0.9,0.3,3.4,0.0
42188,4.0,93.9,98.8,0.0,0.0,0.0,1.8,0.0
41364,17.6,95.4,98.6,0.0,0.0,0.0,2.8,0.0
49286,2.2,95.1,97.0,0.0,1.0,0.5,2.5,0.0
56080,6.2,90.9,98.9,0.0,0.3,0.2,1.2,0.0
36250,16.3,91.5,95.5,0.0,0.6,0.0,4.3,0.0
42292,10.9,92.5,98.2,0.3,0.2,0.2,1.3,0.0
53281,5.6,93.7,97.0,0.0,0.0,0.3,0.3,0.0
49008,9.7,91.1,95.3,0.6,0.4,0.2,4.0,0.0
60313,7.6,94.9,93.2,0.0,0.0,0.5,1.0,0.0
51750,4.6,89.7,99.7,0.0,0.0,0.0,1.2,0.0
46458,13.4,88.7,99.8,0.0,0.0,0.0,1.0,0.0
42083,12.7,95.8,98.4,0.0,0.3,0.3,2.2,0.0
54917,10.9,89.4,97.8,0.4,0.2,0.0,1.8,0.0
40833,16.5,90.5,96.1,0.0,1.2,0.0,4.5,0.0
48333,12.4,89.7,97.7,0.0,1.7,0.0,0.7,0.0
58125,0.0,71.4,82.1,0.0,14.3,0.0,3.6,0.0
46563,5.1,96.4,96.7,0.0,0.0,0.0,0.0,0.0
55938,11.0,98.8,100.0,0.0,0.0,0.0,0.0,0.0
61000,3.3,77.1,100.0,0.0,0.0,0.0,0.0,0.0
53810,5.9,87.6,89.7,2.6,0.4,0.8,10.0,0.0
43529,5.2,89.3,97.4,0.0,0.3,0.2,2.2,0.0
40250,11.5,89.9,98.2,0.0,0.2,0.4,2.0,0.0
57083,5.0,90.1,95.8,0.6,0.0,1.2,0.0,0.0
32917,22.1,86.6,95.5,0.8,0.3,0.4,4.3,0.0
36786,9.5,90.8,100.0,0.0,0.0,0.0,1.3,0.0
20750,27.1,95.3,100.0,0.0,0.0,0.0,0.0,0.0
60774,9.1,100.0,95.3,0.0,0.0,0.0,0.0,0.0
43750,30.0,85.4,94.5,1.4,0.0,0.0,5.5,0.0
60208,6.8,90.7,97.6,0.0,0.0,0.0,3.2,0.0
60000,6.0,93.7,97.8,0.0,0.0,0.0,0.5,0.0
29063,22.0,77.6,96.6,0.0,0.0,0.0,0.0,0.0
77500,2.7,95.1,96.8,0.0,0.0,0.5,0.0,0.0
35625,5.8,94.1,99.1,0.0,0.0,0.9,0.0,0.0
56250,5.4,85.4,80.0,0.0,0.0,0.0,31.6,0.0
39583,20.6,90.2,75.6,1.9,16.3,0.0,4.4,0.0
55714,3.6,88.3,100.0,0.0,0.0,0.0,0.0,0.0
56250,7.1,76.8,98.4,0.0,0.0,0.0,1.6,0.0
39861,12.2,80.4,70.9,0.0,23.8,0.0,0.6,0.0
34911,15.4,86.8,73.8,0.6,21.9,0.1,6.1,0.0
30000,22.4,92.9,94.3,0.0,0.0,0.0,7.3,0.0
40000,13.1,90.9,97.6,1.4,0.0,0.1,1.4,0.0
50938,9.4,87.5,99.0,0.0,1.0,0.0,0.0,0.0
70625,4.7,88.2,97.7,0.4,1.5,0.0,0.0,0.0
42283,12.8,92.1,98.1,0.3,0.1,0.1,1.4,0.0
23750,37.8,75.0,99.1,0.0,0.9,0.0,0.0,0.0
17143,50.9,76.3,2.9,0.0,92.5,0.0,7.5,0.0
29792,9.7,86.6,99.0,0.6,0.0,0.2,1.5,0.0
74028,9.8,95.1,97.9,0.0,0.0,0.0,8.5,0.0
47500,16.6,54.5,56.7,1.3,1.7,0.2,65.4,0.0
39107,4.7,88.7,98.1,0.3,0.9,0.0,0.6,0.0
37572,20.7,81.5,83.0,0.8,3.4,0.8,29.1,0.0
46118,12.4,91.7,95.7,0.5,0.8,0.7,0.9,0.0
23125,32.0,80.5,100.0,0.0,0.0,0.0,0.0,0.0
58914,10.7,93.3,96.8,0.6,0.4,0.6,1.9,0.0
42750,15.1,88.1,95.9,0.1,0.3,0.1,12.2,0.0
60833,8.0,84.6,85.6,0.5,0.6,0.0,18.4,0.0
52679,5.3,96.5,98.5,0.3,0.0,0.0,0.6,0.0
60625,0.0,83.3,100.0,0.0,0.0,0.0,0.0,0.0
40893,15.6,82.5,96.7,0.0,0.0,0.0,2.7,0.0
54242,13.5,93.6,92.3,0.2,0.8,2.3,7.4,1.0
41583,17.4,89.9,98.6,0.0,0.3,0.0,3.6,0.0
51250,10.0,78.3,94.4,0.0,0.0,1.9,0.0,0.0
45208,9.4,90.2,99.3,0.0,0.3,0.0,1.3,0.0
67679,13.8,91.4,97.0,0.0,0.0,0.0,0.0,0.0
44784,21.7,67.3,62.7,4.7,3.0,2.9,45.3,0.0
38611,12.6,91.2,96.3,0.6,0.4,0.0,2.7,0.0
36319,15.1,96.1,95.8,0.2,1.1,1.5,2.9,0.0
51875,10.7,96.2,97.2,0.0,0.0,0.0,1.4,0.0
61917,7.1,93.6,95.8,0.7,0.1,0.2,1.8,0.0
33750,7.6,96.6,100.0,0.0,0.0,0.0,0.4,0.0
40417,12.8,89.1,97.3,0.0,0.0,0.0,3.8,0.0
42188,15.2,91.0,95.6,0.7,0.3,0.3,3.4,0.0
49583,28.3,88.8,98.3,0.4,0.0,0.0,0.8,0.0
45278,15.9,93.5,99.3,0.3,0.0,0.3,2.0,0.0
30000,20.3,94.0,100.0,0.0,0.0,0.0,0.0,0.0
31667,13.3,96.0,98.7,0.0,0.0,0.0,0.0,0.0
44000,7.4,87.8,98.7,0.0,0.0,0.7,0.7,0.0
41250,6.0,93.9,99.8,0.0,0.0,0.0,1.7,0.0
40000,5.0,93.8,100.0,0.0,0.0,0.0,0.0,0.0
33929,18.0,91.4,95.0,0.0,0.9,0.3,0.9,0.0
54286,9.3,89.2,97.3,0.4,0.2,0.3,1.4,0.0
53516,14.8,95.3,99.0,0.2,0.0,0.2,0.7,0.0
48125,10.2,92.6,94.1,0.0,0.0,0.4,4.7,0.0
57115,0.0,87.5,100.0,0.0,0.0,0.0,0.0,0.0
35605,15.1,91.0,97.0,0.2,0.5,0.3,2.0,0.0
41250,4.0,82.9,100.0,0.0,0.0,0.0,0.0,0.0
65152,5.2,93.7,97.0,0.0,0.7,0.2,5.0,0.0
51288,5.4,83.9,93.1,0.1,1.1,0.3,8.6,0.0
35625,10.8,96.9,95.7,0.0,0.0,0.0,2.1,0.0
46500,13.4,91.7,98.2,0.5,0.2,0.2,0.9,0.0
29583,21.3,91.7,97.8,1.5,0.0,0.0,1.9,0.0
34125,19.2,73.4,93.6,1.3,0.0,0.0,7.3,0.0
98750,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
44000,14.9,94.4,100.0,0.0,0.0,0.0,0.0,0.0
39583,22.8,90.8,99.5,0.0,0.0,0.0,0.5,0.0
40287,16.2,81.5,82.5,0.4,0.1,3.2,16.2,0.0
48015,8.1,89.5,96.8,0.5,1.1,0.2,1.8,0.0
31576,23.1,75.4,74.3,0.4,4.3,0.9,42.2,0.0
62500,3.4,86.8,100.0,0.0,0.0,0.0,0.0,0.0
48750,11.1,95.6,100.0,0.0,0.0,0.0,0.5,0.0
44583,7.4,92.7,100.0,0.0,0.0,0.0,0.0,0.0
44348,5.9,88.5,96.2,0.4,0.2,0.6,2.2,0.0
78750,6.3,97.2,96.2,0.0,0.0,0.0,7.5,0.0
31875,21.9,94.1,98.4,0.4,0.5,0.0,1.6,0.0
48750,7.0,91.2,94.6,0.5,0.0,0.0,4.4,0.0
46250,8.6,100.0,95.5,1.3,0.0,0.0,0.6,0.0
42222,10.5,89.9,97.0,0.0,0.4,0.0,3.0,0.0
49750,10.0,87.4,98.8,0.0,0.0,0.0,2.3,0.0
53333,5.4,90.5,96.1,0.6,1.0,0.0,0.6,0.0
36563,0.0,87.2,96.6,0.0,0.4,0.4,4.7,0.0
51250,12.0,89.0,99.3,0.0,0.0,0.0,1.4,0.0
66818,8.4,89.0,98.0,0.2,0.2,0.9,1.4,0.0
43536,11.3,90.6,86.3,0.1,9.1,0.5,1.6,0.0
50350,15.5,90.4,95.3,1.3,0.4,0.5,4.1,0.0
54688,10.2,91.5,97.7,0.0,0.2,0.4,1.2,0.0
53000,12.8,92.2,93.3,0.0,0.6,0.0,9.8,0.0
46172,0.0,100.0,97.3,0.0,0.0,0.0,0.0,0.0
34464,8.5,85.5,96.3,0.0,1.9,0.0,0.2,0.0
37656,16.5,82.0,97.1,0.0,1.2,0.0,2.9,0.0
38750,13.6,90.3,91.7,0.0,1.7,0.0,0.0,0.0
55000,10.3,90.0,97.0,0.4,0.0,0.0,2.5,0.0
51028,15.0,91.5,94.5,0.8,0.3,1.0,3.5,0.0
49559,14.0,79.7,75.6,0.4,0.5,0.5,33.6,0.0
44063,2.7,82.6,85.5,0.0,1.1,0.8,17.2,0.0
35139,33.1,81.8,15.6,0.6,80.9,0.1,3.3,0.0
131172,0.0,100.0,96.1,0.7,0.7,1.3,0.3,0.0
165321,49.4,100.0,100.0,0.0,0.0,0.0,0.0,0.0
98125,0.0,97.1,98.0,1.3,0.7,0.0,0.0,0.0
49375,13.6,76.2,100.0,0.0,0.0,0.0,1.4,0.0
54792,8.8,91.4,95.9,0.6,1.2,0.0,6.5,0.0
40000,15.4,84.8,95.7,0.2,0.0,0.2,6.6,0.0
51917,16.5,91.5,97.6,0.0,0.2,0.5,2.5,0.0
83081,3.1,97.6,98.2,0.2,0.2,0.3,1.4,0.0
40801,21.4,91.6,93.2,2.1,0.5,0.7,4.8,0.0
54643,12.1,95.5,98.8,0.2,0.1,0.1,0.7,0.0
42917,24.6,73.6,76.9,1.3,0.0,5.1,10.3,0.0
43750,2.3,91.2,94.9,0.0,0.0,1.3,4.7,0.0
45000,20.9,93.1,96.0,0.0,0.0,0.0,5.6,0.0
41676,17.9,82.5,87.7,0.3,0.4,0.3,16.8,0.0
50938,12.6,87.4,90.5,1.8,0.6,1.8,10.8,0.0
47500,7.2,90.6,97.8,0.3,0.3,0.0,1.4,0.0
48125,12.8,87.8,96.8,0.0,1.1,1.1,2.2,0.0
31250,36.2,83.0,4.4,0.1,90.6,0.0,4.0,0.0
86000,3.3,100.0,95.6,0.0,4.4,0.0,0.0,0.0
52813,9.5,95.9,96.5,0.5,0.5,0.7,1.2,0.0
37188,0.0,100.0,99.0,0.0,1.0,0.0,1.0,0.0
45052,9.4,86.4,97.9,0.1,0.1,0.2,1.4,0.0
37750,9.2,88.3,97.2,1.1,0.0,0.4,1.1,0.0
30000,4.5,89.5,98.4,0.0,1.6,0.0,0.0,0.0
124286,4.1,100.0,100.0,0.0,0.0,0.0,0.0,0.0
54831,10.6,88.8,90.2,1.5,0.8,0.0,8.9,0.0
58289,11.8,82.6,89.3,0.0,0.1,0.2,17.7,0.0
35950,14.0,86.4,95.3,0.1,0.8,0.0,2.4,0.0
37083,7.8,98.4,99.4,0.0,0.0,0.0,0.0,0.0
113393,2.2,100.0,94.2,0.0,0.0,2.4,5.1,0.0
47865,13.1,93.9,94.9,1.0,0.3,0.7,4.4,1.0
65313,4.7,94.6,98.0,0.9,0.1,0.1,1.9,0.0
44007,11.9,92.3,93.1,0.2,0.5,0.5,5.6,0.0
23906,0.0,59.1,98.5,0.0,1.5,0.0,20.6,0.0
86950,8.3,81.9,82.7,0.4,4.1,0.4,24.5,0.0
33341,14.6,82.4,84.6,0.9,1.5,1.0,14.9,0.0
56405,10.3,93.3,92.3,0.9,0.8,1.1,7.1,1.0
50833,6.3,86.7,88.8,0.8,1.2,0.2,27.2,0.0
37647,10.6,86.6,84.5,3.9,2.4,0.9,8.8,0.0
24444,0.0,71.5,95.1,0.4,0.4,0.0,4.9,0.0
79306,3.4,89.7,91.8,1.8,1.5,0.6,10.1,0.0
47668,16.8,86.8,81.1,1.9,2.4,2.1,21.3,0.0
48750,7.1,85.6,87.3,0.9,5.2,0.0,14.8,0.0
64883,9.5,89.0,85.0,1.8,1.1,2.0,14.2,0.0
93250,1.4,87.0,90.1,0.0,2.8,1.5,9.9,0.0
146862,0.0,100.0,95.7,0.3,0.3,1.6,2.0,0.0
47482,20.0,86.1,86.7,0.6,1.4,1.4,16.1,0.0
92578,0.6,98.8,93.0,0.0,1.9,0.0,1.3,0.0
32250,24.6,86.4,83.4,0.0,5.8,0.4,20.8,0.0
104015,0.6,89.9,93.6,0.3,0.5,1.0,5.8,0.0
73843,10.6,84.2,78.9,1.0,3.3,1.4,26.4,0.0
51333,15.9,84.3,87.7,0.8,4.2,0.9,14.1,0.0
68137,8.2,91.6,56.3,8.1,0.6,21.2,17.3,0.0
37431,10.4,92.8,89.5,0.3,2.8,1.1,11.6,0.0
39580,23.7,90.3,78.9,2.8,2.9,4.5,12.8,0.0
37188,3.0,98.4,68.5,7.9,0.9,9.8,13.8,0.0
52001,11.1,88.0,84.5,1.0,1.8,2.0,14.4,0.0
77250,10.5,97.0,94.1,0.3,0.6,0.9,6.3,0.0
15192,46.0,77.0,0.6,0.3,93.8,0.0,3.8,0.0
42198,16.1,91.5,88.9,0.4,1.5,2.0,14.5,0.0
52179,15.7,94.5,87.4,0.5,2.8,1.1,12.8,1.0
153580,2.6,99.3,94.4,0.0,0.9,1.3,5.5,0.0
27788,38.3,87.4,97.6,0.0,1.5,1.0,6.8,0.0
55924,15.6,71.9,94.4,0.0,0.5,0.9,8.9,0.0
84188,5.6,87.8,90.3,1.0,1.8,1.6,8.2,0.0
39688,10.1,91.2,92.9,0.0,1.9,0.0,7.5,0.0
48750,10.6,82.7,83.5,0.6,0.8,1.0,19.4,0.0
39527,16.7,87.4,83.6,5.0,3.2,1.5,9.7,0.0
63120,9.8,92.7,76.9,5.1,0.7,7.2,14.9,1.0
58750,0.0,100.0,96.6,0.0,0.8,0.0,0.8,0.0
73329,11.4,94.4,86.9,0.3,0.3,2.2,17.8,0.0
61231,9.1,89.3,86.7,0.6,1.8,2.1,14.5,0.0
49336,13.1,90.2,86.2,1.7,1.5,1.8,11.8,0.0
38291,36.9,50.1,61.2,1.1,0.8,0.3,55.6,0.0
74938,4.1,95.0,93.8,0.3,0.8,1.2,6.5,0.0
64347,5.8,97.6,91.0,0.4,0.6,2.0,7.9,0.0
43452,0.0,100.0,97.3,0.0,0.0,1.8,1.8,0.0
86328,10.4,100.0,97.0,0.3,0.0,1.9,3.0,0.0
50202,17.5,83.3,62.1,11.1,0.7,6.1,31.5,1.0
32847,23.1,87.7,85.0,3.1,1.2,2.1,13.7,0.0
54107,9.8,87.9,88.3,0.4,1.9,0.8,14.0,0.0
34286,24.1,83.7,75.8,0.3,7.9,1.4,25.3,0.0
64034,0.0,100.0,94.7,0.0,2.1,0.4,3.2,0.0
45536,11.1,83.9,92.2,0.5,1.8,0.3,9.6,0.0
44103,14.3,86.7,83.5,1.0,0.9,1.8,23.9,0.0
52125,13.4,93.0,91.9,0.3,0.8,1.7,9.2,0.0
69297,11.4,81.2,70.9,0.3,3.4,0.5,35.9,0.0
65654,6.0,92.7,91.6,0.2,0.8,0.5,10.4,0.0
93750,3.5,96.9,92.2,0.5,1.2,2.3,5.0,0.0
75833,3.6,100.0,91.6,0.6,1.4,1.1,5.6,0.0
48488,8.4,98.8,60.9,18.3,0.5,3.8,19.1,0.0
27000,34.1,80.5,2.9,0.5,94.7,0.0,4.0,0.0
52511,16.6,78.2,47.4,19.9,0.8,6.3,38.8,1.0
63103,16.3,91.1,85.3,0.1,1.3,0.3,19.7,0.0
35938,19.8,82.5,7.1,0.0,90.5,0.2,3.6,0.0
41229,18.9,85.2,86.1,2.1,1.1,1.4,12.9,1.0
46655,8.3,95.7,96.2,0.1,1.3,0.4,3.0,0.0
43911,17.1,84.0,59.8,8.9,0.8,9.5,31.2,0.0
47012,18.3,85.7,74.2,2.9,1.3,6.3,24.3,1.0
79432,8.1,96.0,90.6,0.0,0.9,4.1,7.6,0.0
64858,5.7,92.8,94.6,0.4,1.1,0.7,6.8,0.0
47371,19.9,94.4,90.0,0.2,4.1,0.0,10.7,0.0
39072,0.0,83.7,84.9,0.8,0.9,1.7,15.0,0.0
27875,34.2,81.6,11.6,0.0,83.4,0.0,9.0,0.0
25741,43.5,74.7,94.4,0.0,0.9,0.0,7.1,0.0
68625,0.0,100.0,92.5,0.0,0.9,0.0,5.6,0.0
33780,22.8,81.4,89.0,0.3,2.0,0.9,7.4,1.0
175208,0.0,100.0,93.9,0.0,0.0,3.7,3.2,0.0
70926,8.7,93.5,89.1,0.4,1.4,0.4,12.2,0.0
78604,4.5,92.4,89.3,1.3,1.3,2.1,10.7,0.0
52795,13.0,85.5,74.5,2.6,1.2,5.9,26.3,1.0
92513,4.2,92.9,92.5,0.3,1.6,0.6,7.8,0.0
50192,13.8,87.5,57.9,9.8,0.6,17.4,20.6,0.0
45288,21.2,77.9,90.8,0.4,2.7,0.7,8.4,0.0
44080,8.1,76.5,77.1,2.4,0.5,5.3,32.9,0.0
89167,6.9,95.2,76.2,4.4,0.4,12.8,8.6,0.0
39586,24.6,72.0,48.9,12.6,0.9,5.7,48.5,0.0
44013,19.6,72.9,71.3,1.4,1.8,2.0,36.4,0.0
27500,21.6,91.0,39.9,0.0,56.1,0.4,7.5,0.0
38969,16.8,88.1,89.7,2.9,0.8,0.5,8.7,0.0
99375,3.4,94.8,87.9,0.6,0.6,0.6,10.8,0.0
42862,13.4,89.3,90.1,0.2,1.9,0.9,7.5,0.0
66429,6.2,91.5,95.5,0.2,0.4,0.9,4.6,0.0
69219,14.9,99.4,91.6,0.4,1.8,0.9,5.1,0.0
27917,37.0,87.5,24.8,0.2,70.7,0.4,9.0,0.0
48194,25.6,95.6,88.0,1.5,5.1,1.5,2.2,0.0
78836,6.3,97.4,93.6,0.5,0.9,0.9,5.1,0.0
50114,2.8,81.5,78.3,0.1,6.8,0.4,20.0,0.0
43077,28.5,58.9,60.3,0.6,1.8,1.3,61.7,0.0
46541,14.6,81.0,54.0,10.7,0.8,10.9,36.2,0.0
36986,24.8,76.5,56.0,8.6,1.1,7.0,44.6,0.0
71250,6.5,85.1,78.3,0.6,2.1,0.9,27.4,0.0
44792,18.7,72.9,80.2,0.6,6.8,0.6,18.8,0.0
74659,9.3,92.9,92.6,0.2,0.5,3.0,5.0,0.0
41429,0.0,90.9,99.0,0.2,0.0,0.4,0.8,0.0
112344,4.3,97.2,99.0,0.0,0.0,0.7,0.8,0.0
55703,9.1,90.9,97.1,0.3,0.4,0.6,1.4,0.0
40000,14.9,94.9,96.9,0.2,0.3,0.9,1.3,0.0
33063,4.2,100.0,96.5,0.5,0.0,0.0,1.1,0.0
60625,5.6,75.3,96.1,0.6,0.1,0.5,1.5,0.0
54583,8.4,97.7,95.8,0.3,0.0,1.0,1.8,0.0
35523,20.3,83.9,96.5,0.8,0.4,0.3,1.5,0.0
47941,30.0,86.2,97.8,0.1,0.6,0.2,2.9,0.0
54583,9.7,92.3,95.2,0.3,1.4,0.6,2.2,0.0
41210,10.0,88.1,96.7,0.4,0.1,0.8,1.2,0.0
46250,19.0,98.4,94.1,0.0,0.2,3.1,1.5,0.0
39737,47.1,96.3,97.6,0.0,0.8,0.0,0.0,0.0
45859,14.1,87.2,95.9,0.6,0.3,0.9,1.3,1.0
35625,23.8,87.8,97.3,0.3,0.1,0.6,1.2,0.0
56093,11.2,92.6,91.8,2.2,0.3,3.4,2.1,0.0
84083,3.2,96.7,97.9,0.7,0.2,0.3,1.2,0.0
39921,10.8,90.5,97.4,0.1,0.7,0.4,0.4,0.0
58302,8.0,94.4,94.2,1.0,0.3,1.6,3.6,1.0
61008,10.0,91.9,90.6,1.7,0.2,4.6,2.2,0.0
48083,35.9,99.6,93.1,1.0,0.1,3.6,2.3,0.0
58125,6.4,95.2,93.2,1.3,0.4,1.9,3.5,0.0
75313,1.2,97.5,96.4,0.6,0.1,0.5,1.4,0.0
50438,9.5,80.8,96.7,0.2,0.1,1.0,1.2,0.0
66495,8.0,94.5,95.3,0.6,0.1,2.0,1.6,0.0
36136,15.5,86.9,96.4,0.4,0.3,0.7,0.9,0.0
43237,21.1,87.6,96.2,0.5,0.5,0.8,1.6,0.0
61690,1.8,92.9,97.5,0.3,0.2,0.6,1.6,0.0
53077,7.4,92.0,96.8,0.0,0.2,1.6,0.8,0.0
52292,18.8,92.9,97.1,1.0,0.5,0.2,2.4,0.0
36250,9.3,81.4,98.9,0.0,0.1,0.2,0.6,0.0
79460,5.3,96.6,96.1,0.7,0.1,1.4,1.8,1.0
53095,14.8,95.5,95.8,0.4,0.3,0.7,1.6,0.0
60417,0.0,100.0,97.1,0.5,0.5,0.0,1.5,0.0
88164,18.4,97.6,77.5,4.3,1.0,12.4,4.6,0.0
62889,17.1,96.2,93.0,2.9,0.3,1.7,2.6,0.0
41750,2.5,70.5,95.2,0.7,0.3,0.8,1.7,0.0
38981,10.5,90.6,97.5,0.5,0.1,0.3,1.2,0.0
68294,3.8,95.1,93.9,1.6,0.1,1.8,2.3,0.0
66368,8.2,88.1,93.8,1.5,0.1,1.6,3.9,0.0
35360,21.0,83.0,95.9,0.7,0.2,0.9,2.0,0.0
52636,17.0,93.3,95.3,0.6,0.2,2.0,1.6,0.0
50000,17.6,88.8,94.5,0.9,0.3,2.5,1.6,0.0
57589,10.8,89.0,96.2,0.5,0.9,0.9,2.5,0.0
53004,12.3,93.3,88.4,1.6,0.3,6.8,2.9,0.0
37000,17.9,87.4,99.1,0.2,0.0,0.2,0.4,0.0
47697,17.4,87.8,97.8,0.3,0.1,0.0,1.2,0.0
36550,19.0,86.4,96.1,0.5,0.2,1.0,2.1,0.0
89643,3.6,94.7,95.8,0.8,0.1,1.5,2.5,0.0
64625,2.4,100.0,97.5,0.2,0.2,0.5,0.9,0.0
54282,15.0,87.4,86.1,4.1,0.3,3.7,8.1,0.0
44391,13.3,90.5,96.6,0.6,0.0,0.6,1.1,0.0
33417,26.1,100.0,99.2,0.0,0.0,0.8,0.0,0.0
42880,31.8,92.1,97.1,0.3,0.1,1.0,1.3,0.0
49226,7.5,94.2,94.4,1.4,0.3,1.4,2.5,0.0
50813,16.7,81.1,96.2,0.9,0.0,0.0,1.2,0.0
47155,1.4,93.5,95.3,1.2,1.2,0.4,1.6,0.0
67246,11.0,89.9,83.4,2.7,0.3,6.5,9.8,0.0
81250,2.8,95.0,99.7,0.0,0.0,0.0,0.7,0.0
89632,9.8,92.7,98.3,0.0,0.3,1.1,2.0,0.0
31985,28.5,89.0,93.8,2.8,0.1,1.6,2.3,0.0
53025,12.0,91.9,91.2,1.3,0.3,4.0,2.9,0.0
49486,8.4,88.1,96.9,0.3,0.3,0.5,1.1,0.0
45269,21.6,97.1,94.7,0.5,0.4,2.0,1.6,0.0
71739,8.9,95.2,96.3,0.4,0.2,0.2,1.4,0.0
40083,13.0,98.3,96.8,0.2,0.2,1.1,0.0,0.0
41101,6.6,97.6,96.3,0.5,0.1,1.8,1.4,1.0
58355,10.0,85.4,95.1,1.5,0.2,1.3,2.5,0.0
27798,23.1,82.5,96.6,0.3,0.3,0.6,3.2,0.0
127813,0.0,94.5,98.0,0.5,0.0,1.0,0.5,0.0
27066,37.4,97.4,96.4,0.8,0.2,1.1,1.8,0.0
71392,6.6,95.8,91.5,1.7,0.2,3.5,2.8,0.0
60313,13.0,91.7,96.9,0.7,0.2,0.5,1.6,0.0
46979,13.2,88.3,95.4,0.8,0.3,1.2,1.8,0.0
45352,7.0,86.1,97.9,0.6,0.0,0.6,0.7,0.0
66318,4.6,94.8,98.7,0.1,0.2,0.2,0.7,0.0
54868,13.6,91.6,89.4,1.4,0.3,5.3,2.5,0.0
91495,3.0,93.3,94.4,1.2,0.3,2.0,2.0,0.0
56181,10.7,90.3,95.9,0.9,0.4,0.9,1.8,0.0
