Median Income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic,police_killing
56125,9.6,90.5,92.0,4.6,0.2,0.5,1.7,0.0
24286,44.7,54.6,87.2,1.8,0.0,0.0,20.9,0.0
59909,5.8,93.2,79.0,17.0,0.2,0.4,3.7,0.0
26635,31.9,78.7,96.4,0.1,1.5,0.3,0.4,0.0
63302,6.4,91.1,53.7,44.8,0.3,0.2,0.6,0.0
46875,8.2,85.0,95.2,0.0,2.6,0.0,0.5,0.0
47200,12.1,89.1,58.8,39.6,0.0,0.6,0.9,0.0
31607,24.2,82.3,59.1,27.7,0.7,0.0,21.2,0.0
30903,31.5,61.2,92.3,2.3,1.2,0.0,4.3,0.0
55297,11.5,89.9,78.5,16.7,0.4,1.4,3.1,0.0
84375,5.8,91.0,93.7,1.9,0.7,1.0,2.2,0.0
23785,36.3,78.5,12.5,85.8,0.4,0.1,0.8,0.0
40208,10.8,90.5,81.2,13.0,0.0,0.0,3.1,0.0
38571,17.0,73.9,82.8,15.4,0.1,0.1,0.3,0.0
49338,17.7,92.5,87.4,7.2,0.4,2.6,2.4,1.0
39691,16.7,82.3,95.1,0.2,0.9,0.2,3.8,0.0
50909,5.8,86.5,99.0,0.0,0.2,0.0,0.2,0.0
45909,5.8,82.9,65.9,16.3,0.2,1.1,17.4,0.0
29076,29.9,77.1,92.5,1.2,0.3,0.1,5.1,0.0
75139,5.9,91.8,82.6,12.9,0.3,1.7,2.3,0.0
38571,17.6,79.2,90.8,9.0,0.0,0.0,0.8,0.0
60893,9.8,94.0,69.1,20.8,1.2,1.7,10.7,0.0
43261,13.7,85.6,93.4,2.0,1.1,0.9,0.8,0.0
74688,0.0,78.5,82.4,15.1,0.1,0.1,2.7,0.0
20136,39.9,79.4,50.6,48.2,0.1,0.0,0.9,0.0
47108,9.5,84.9,95.9,1.5,0.8,0.2,2.5,0.0
23125,34.6,58.0,53.9,43.6,0.0,0.0,0.4,0.0
20625,35.9,69.6,32.1,58.9,0.0,1.8,6.3,0.0
28977,20.5,64.6,60.8,35.0,0.8,0.0,1.5,0.0
61417,4.8,87.0,87.5,10.6,0.2,0.7,1.1,0.0
37222,15.9,75.5,99.5,0.0,0.0,0.0,1.6,0.0
34956,20.3,77.2,57.6,40.5,0.2,0.6,1.2,0.0
47364,10.6,79.9,85.3,5.4,0.8,0.5,9.2,0.0
52227,8.1,85.2,97.5,0.8,0.7,0.1,0.0,0.0
22778,38.1,68.4,62.5,37.5,0.0,0.0,1.3,0.0
36346,28.7,81.9,91.2,6.1,1.0,0.6,1.7,0.0
44808,11.4,81.3,95.6,0.3,0.0,0.0,4.4,0.0
29859,34.4,68.9,68.5,9.2,0.8,0.3,26.0,0.0
39688,13.5,69.8,73.7,22.9,0.0,1.1,2.1,0.0
62500,5.0,91.7,97.1,2.4,0.0,0.0,0.2,0.0
42500,25.9,88.2,63.0,36.0,0.0,0.4,0.6,0.0
42070,17.9,78.6,75.7,19.4,0.4,0.8,3.4,0.0
22556,39.6,65.7,73.3,17.9,1.1,0.4,8.3,0.0
44375,5.9,80.8,97.5,0.0,0.7,0.0,2.9,0.0
33333,17.5,73.1,97.1,0.4,0.4,0.0,1.2,0.0
52621,11.2,85.4,83.7,12.0,0.8,0.6,2.5,1.0
51681,12.5,88.7,98.2,0.4,0.1,0.4,0.7,0.0
59311,10.3,91.8,88.7,7.9,1.2,0.6,1.1,0.0
38007,16.0,81.8,89.8,4.6,0.8,0.8,3.5,0.0
30278,25.9,76.6,95.5,0.0,1.6,0.6,0.9,0.0
22414,41.9,77.8,18.0,80.3,0.2,0.6,0.6,1.0
23015,45.5,78.1,4.5,93.9,0.1,0.0,1.5,0.0
34205,25.0,79.5,69.7,26.8,0.3,0.3,2.3,0.0
45139,36.8,78.9,90.4,6.9,0.2,0.2,2.3,0.0
36250,13.7,75.6,95.3,1.5,2.9,0.0,0.7,0.0
114018,2.6,99.6,92.4,4.8,0.1,2.2,1.4,0.0
38409,12.9,68.4,18.8,79.5,0.0,0.6,1.1,0.0
27875,49.0,66.0,71.0,29.0,0.0,0.0,0.0,0.0
40921,7.5,89.3,94.3,1.7,0.1,0.3,5.7,0.0
86071,8.6,100.0,71.2,0.0,24.8,0.7,2.0,0.0
27393,15.2,83.2,64.1,33.2,0.0,0.5,0.9,0.0
38810,19.4,75.4,95.3,0.0,2.1,0.0,2.1,0.0
35512,17.7,75.5,72.2,22.6,0.8,0.1,4.7,0.0
46354,13.5,80.3,80.3,15.9,0.7,0.5,2.8,0.0
86310,5.0,92.7,98.0,0.5,0.5,0.1,0.7,0.0
35000,11.0,80.3,96.8,0.1,0.5,0.1,1.8,0.0
40417,18.7,78.4,94.1,3.3,1.1,0.0,0.1,0.0
65946,4.7,90.3,96.5,1.5,0.2,0.7,1.3,0.0
26141,32.8,79.1,83.2,0.1,1.2,2.0,23.6,0.0
72747,7.8,95.8,91.0,4.8,0.6,1.4,2.4,0.0
73906,9.3,91.1,93.6,4.7,0.3,0.4,0.7,0.0
49583,0.0,61.4,98.2,0.6,0.0,0.0,1.2,0.0
31063,17.5,78.7,94.6,0.4,0.4,0.0,5.1,0.0
31410,8.5,64.1,94.7,3.9,0.0,0.0,0.7,0.0
38053,24.5,81.6,73.8,17.4,1.1,0.4,3.9,0.0
43333,17.5,73.7,95.0,3.5,0.7,0.0,0.4,0.0
30050,26.4,74.0,78.3,19.3,0.1,0.0,0.8,0.0
42321,17.6,85.1,93.2,4.0,0.4,0.2,0.8,0.0
39803,11.2,85.3,86.4,5.8,1.4,0.1,5.1,0.0
40417,20.6,75.0,89.5,0.0,0.5,0.4,9.6,0.0
79375,1.6,92.5,91.1,7.8,0.0,0.0,1.2,0.0
33407,29.8,82.5,66.6,30.2,0.4,0.5,2.3,1.0
46964,17.9,83.6,86.7,0.2,0.8,0.2,11.2,0.0
56630,5.3,86.9,97.3,1.4,0.5,0.0,0.5,0.0
29482,27.2,73.9,47.7,48.7,0.3,0.5,3.4,0.0
50833,12.5,80.1,89.8,7.8,0.0,0.0,0.0,0.0
38275,17.1,88.9,72.4,23.4,0.4,0.6,3.0,0.0
25653,31.8,78.6,39.0,52.3,0.8,0.3,9.0,0.0
43116,19.6,83.6,87.5,7.2,0.8,0.1,5.2,0.0
44284,12.2,85.4,79.7,13.3,1.1,2.4,3.2,0.0
48523,18.3,89.3,44.1,53.2,1.4,0.5,0.2,0.0
36146,13.3,82.4,46.8,51.3,0.2,0.7,1.3,0.0
45478,19.2,80.7,89.7,5.7,0.1,0.6,5.7,0.0
48466,12.1,80.6,93.4,4.2,0.7,0.2,1.0,0.0
48290,17.7,82.1,82.2,11.4,0.6,2.1,3.8,0.0
28382,29.6,83.2,52.4,36.0,2.1,0.1,6.5,0.0
23542,33.5,85.6,68.6,31.4,0.0,0.0,1.5,0.0
28889,29.1,80.8,92.7,6.2,0.2,0.0,0.9,0.0
41875,27.1,81.4,21.4,74.4,0.4,0.0,3.8,0.0
73625,10.0,93.7,88.6,6.7,1.1,0.2,3.3,0.0
31707,31.1,83.7,55.0,39.0,0.4,3.4,2.0,0.0
82108,4.7,96.3,90.3,6.6,0.2,1.6,1.3,0.0
39351,25.1,87.3,53.8,41.5,0.2,1.8,3.0,1.0
41176,15.3,86.2,75.9,21.2,0.4,0.3,1.4,1.0
26896,27.6,83.6,1.9,95.8,0.1,0.5,1.3,0.0
41705,16.5,77.6,98.0,0.0,0.0,0.0,2.8,0.0
39874,12.9,77.1,91.3,6.2,0.2,0.6,1.0,0.0
26875,22.7,76.2,3.4,95.4,0.8,0.0,0.4,0.0
40313,6.2,91.7,93.5,0.0,0.0,0.0,6.5,0.0
30032,26.8,57.1,12.9,71.8,0.2,0.4,17.0,0.0
14967,48.4,66.1,9.1,90.6,0.0,0.0,0.5,0.0
23421,14.7,83.8,70.1,20.7,4.1,0.3,2.0,0.0
39531,18.5,84.9,64.0,33.0,0.1,1.2,1.7,0.0
55134,12.3,85.9,75.2,23.0,0.4,0.4,0.5,0.0
30391,23.2,75.7,91.9,1.8,0.9,0.2,3.0,0.0
64432,9.0,88.0,88.8,7.2,0.4,0.6,5.6,0.0
47171,12.3,75.9,97.9,0.7,0.2,0.1,1.4,0.0
30292,31.1,81.0,79.4,18.1,0.3,0.0,1.7,0.0
84854,4.3,97.3,90.4,3.8,0.2,3.8,2.5,0.0
22500,23.9,57.3,94.7,1.1,0.3,0.6,2.2,0.0
42692,10.9,77.5,78.7,19.8,0.4,0.1,0.7,0.0
77083,0.0,64.5,15.1,79.2,2.6,0.5,0.0,0.0
25294,34.7,73.9,57.9,36.2,0.1,0.0,4.4,0.0
32188,22.0,75.8,63.3,36.0,0.0,0.0,0.0,0.0
38846,10.3,68.4,96.6,0.0,0.6,0.1,1.6,0.0
45396,18.8,86.9,83.1,14.2,0.2,0.4,0.8,0.0
39167,18.2,73.6,99.0,0.5,0.5,0.0,0.0,0.0
55417,10.9,74.1,87.6,11.7,0.0,0.0,2.8,0.0
44851,5.7,83.9,81.4,13.6,0.7,1.1,3.0,0.0
35375,18.7,78.0,74.8,18.7,0.7,0.3,6.2,0.0
26574,26.7,70.1,68.4,30.9,0.4,0.1,1.3,0.0
19792,43.2,56.3,99.3,0.0,0.0,0.4,1.1,0.0
36250,31.6,79.9,85.6,13.2,0.4,0.1,0.1,0.0
35233,19.6,68.1,76.1,20.9,0.5,0.2,1.6,0.0
45938,10.2,88.3,96.7,1.2,0.0,0.0,0.3,0.0
58906,13.4,85.2,93.6,2.5,0.9,0.5,2.3,1.0
50329,14.2,86.9,95.6,0.0,0.7,0.5,6.0,0.0
46190,10.7,85.0,67.9,26.1,0.6,1.1,3.8,0.0
18462,42.7,66.6,2.4,95.6,0.2,0.0,0.9,0.0
55781,5.0,95.7,96.7,1.7,0.4,0.2,1.4,0.0
36736,25.2,84.4,96.7,0.7,0.7,0.3,1.1,0.0
43456,20.3,88.0,89.6,7.2,0.4,0.1,2.6,0.0
39750,12.0,84.6,71.5,22.7,0.0,0.1,4.7,0.0
40654,13.3,86.8,92.9,4.5,0.3,0.3,2.0,0.0
34205,26.6,86.4,92.9,2.2,0.0,0.0,3.8,0.0
54519,13.5,89.5,94.3,3.4,0.1,0.1,2.1,0.0
34444,25.9,77.7,94.0,0.5,2.0,0.3,2.3,0.0
16786,44.1,62.0,0.5,99.5,0.0,0.0,0.0,0.0
17399,46.8,77.1,13.6,85.6,0.2,0.0,1.0,0.0
78500,39.3,93.4,19.6,4.0,5.5,52.5,8.9,0.0
26250,40.5,62.5,8.5,1.4,50.7,1.4,11.3,0.0
38750,26.1,76.7,3.5,0.2,95.1,0.2,0.2,0.0
42000,31.3,81.3,5.2,0.0,92.8,0.0,0.3,0.0
24750,16.1,73.0,23.3,17.9,5.5,43.3,20.8,0.0
32917,44.6,65.4,2.1,0.0,95.0,0.4,0.0,0.0
41875,11.6,84.0,15.1,0.0,75.8,0.0,0.0,0.0
26500,9.1,72.9,1.0,0.0,95.2,0.0,0.0,0.0
42344,21.4,78.7,11.2,0.4,84.5,0.0,0.0,0.0
66250,26.3,80.9,7.1,0.3,83.3,0.0,2.2,0.0
78326,8.2,93.0,66.0,5.6,7.9,8.1,7.6,1.0
51591,10.1,93.8,90.2,0.3,3.8,0.9,2.2,0.0
87708,0.0,98.6,87.8,1.6,2.8,0.8,3.7,0.0
32750,17.8,86.7,10.5,0.9,75.8,0.0,7.8,0.0
60500,19.0,83.8,20.4,0.2,69.5,0.0,1.2,0.0
26563,16.3,94.2,3.5,0.0,92.9,0.0,0.0,0.0
26250,36.6,75.0,4.6,0.0,88.8,0.0,0.0,0.0
50625,1.5,89.5,4.9,0.0,95.1,0.0,0.0,0.0
50625,25.6,70.2,1.4,0.7,97.8,0.0,0.0,0.0
52500,23.3,75.9,6.9,0.0,92.3,0.0,0.0,0.0
75917,4.5,96.2,83.8,2.7,4.9,1.7,4.5,0.0
76902,11.7,84.6,16.9,1.0,61.2,9.1,3.1,1.0
81458,12.7,92.5,80.9,0.6,10.7,1.6,1.8,0.0
24000,30.0,69.8,1.2,0.0,97.6,0.0,4.8,0.0
76135,11.4,85.8,23.3,0.9,65.0,2.5,2.2,0.0
50000,0.0,100.0,75.0,8.3,0.0,0.0,0.0,0.0
65417,13.0,97.6,92.6,0.2,2.4,0.3,1.5,0.0
70988,9.6,90.4,86.1,0.2,7.0,0.5,3.1,1.0
32344,57.6,78.0,4.6,0.5,91.5,0.0,0.5,0.0
60357,24.4,86.2,2.6,0.0,95.4,0.0,0.0,0.0
68333,4.6,90.4,84.1,1.6,3.3,0.5,3.2,0.0
81875,9.6,94.3,90.4,0.3,4.3,0.6,3.1,0.0
56000,9.1,95.0,77.2,0.5,15.5,0.0,1.4,0.0
29375,36.6,88.7,14.5,0.0,85.5,0.0,0.0,0.0
55625,18.4,74.3,3.3,0.2,95.7,0.0,0.0,0.0
93532,4.9,96.5,83.8,1.3,6.2,1.8,3.2,0.0
41136,32.8,82.8,2.3,0.0,94.9,0.3,0.1,0.0
40893,13.5,91.7,86.4,0.0,6.3,0.7,1.5,0.0
96250,0.0,100.0,34.1,0.0,57.1,3.3,1.1,0.0
93438,0.0,84.0,20.5,0.0,62.8,1.3,3.8,0.0
45000,8.6,68.2,2.7,0.0,94.5,0.0,0.0,0.0
43750,50.5,92.0,3.4,1.7,88.1,0.0,2.5,0.0
17125,63.6,54.3,9.6,0.0,84.6,0.0,1.9,0.0
25833,55.4,74.2,11.3,0.0,88.7,0.0,0.0,0.0
41786,6.0,91.9,94.3,0.0,4.0,0.0,1.1,0.0
57228,16.0,95.0,89.5,0.4,4.5,0.4,2.2,0.0
86250,0.0,97.5,74.1,1.9,12.0,1.9,4.6,0.0
73812,8.2,94.9,73.1,3.2,9.5,4.6,5.3,0.0
64301,4.2,95.3,95.5,0.0,1.4,0.7,0.0,0.0
39063,18.8,84.8,45.7,0.0,48.5,0.3,3.0,0.0
85833,5.8,91.6,70.3,0.4,8.8,10.9,4.2,0.0
31875,0.0,100.0,91.9,0.0,5.8,1.2,0.0,0.0
63229,13.9,89.3,65.0,0.3,20.0,0.7,3.2,0.0
31250,39.8,80.8,7.6,0.0,83.8,0.0,0.0,0.0
56688,0.0,100.0,83.8,4.1,4.1,4.1,5.4,0.0
50000,14.0,88.0,9.0,0.0,86.9,0.0,0.0,0.0
72500,10.6,95.4,88.1,1.8,3.2,1.1,4.7,0.0
74457,14.9,93.8,92.1,0.9,2.5,0.9,2.4,0.0
69375,9.2,97.0,91.7,0.2,3.1,1.3,2.1,0.0
66875,12.3,93.6,30.7,0.4,55.9,1.3,2.9,0.0
16250,65.1,63.6,4.3,0.0,92.2,0.0,0.0,0.0
20625,25.9,64.9,8.1,0.0,82.3,0.0,0.0,0.0
33125,25.8,90.7,90.7,0.0,8.1,0.0,0.0,0.0
39063,21.2,68.7,2.4,0.0,97.6,0.0,1.0,0.0
38125,17.6,91.1,47.7,0.0,39.4,0.0,1.8,0.0
53388,6.8,96.6,80.3,7.8,0.9,2.6,7.9,0.0
31875,28.6,63.4,5.2,0.0,90.4,0.0,2.6,0.0
106667,0.0,100.0,70.0,0.0,5.0,0.0,0.0,0.0
37188,29.3,86.9,7.3,0.0,89.7,0.3,0.3,0.0
44773,25.8,83.9,3.1,0.0,96.3,0.1,0.1,0.0
68163,9.1,95.0,84.6,2.1,6.7,1.2,3.3,0.0
23750,0.0,78.6,46.7,0.0,53.3,0.0,0.0,0.0
55229,13.1,91.2,66.1,9.0,10.0,3.6,9.0,1.0
55625,5.4,100.0,20.0,0.0,77.1,2.9,0.0,0.0
100703,5.8,98.9,84.0,0.8,6.3,1.8,2.9,0.0
82250,4.1,92.4,88.8,0.8,4.2,0.9,1.9,0.0
86917,4.8,94.5,87.5,0.6,3.6,1.2,2.8,0.0
39583,18.5,77.1,7.7,0.5,89.2,0.2,0.3,0.0
76563,0.0,100.0,82.0,0.5,7.4,0.7,5.3,0.0
57083,17.1,37.9,98.8,0.0,0.0,1.2,0.0,0.0
61875,11.7,92.7,89.9,0.5,2.9,0.8,2.6,0.0
59314,11.9,94.3,91.0,0.1,4.6,0.2,1.1,0.0
80625,8.8,92.9,79.4,0.0,19.7,0.0,0.9,0.0
63333,7.9,86.4,29.4,0.0,63.6,0.6,2.3,0.0
29417,41.3,72.4,3.8,0.0,95.6,0.1,0.4,0.0
92739,7.8,96.1,85.3,1.0,4.2,1.8,3.7,0.0
43000,9.2,90.2,94.0,0.0,0.9,0.4,3.0,0.0
88371,3.7,97.3,89.0,0.6,3.4,0.7,2.5,0.0
40000,39.4,90.4,4.5,0.0,92.9,0.0,0.6,0.0
30313,36.2,58.6,4.5,0.0,94.7,0.0,0.4,0.0
20417,42.0,70.4,6.7,0.0,87.1,0.0,0.0,0.0
57639,8.1,95.6,91.4,0.0,2.7,1.1,1.6,0.0
69735,5.1,95.4,81.1,0.6,11.2,0.5,1.7,0.0
41625,15.5,91.4,87.5,0.2,5.9,0.3,2.0,0.0
51042,4.2,94.5,93.3,0.3,3.3,0.0,2.7,0.0
88462,6.8,93.6,91.5,0.4,2.1,1.6,2.1,0.0
103571,4.8,89.5,89.3,0.0,4.5,0.9,0.9,0.0
36094,13.1,86.1,4.5,0.0,91.6,0.0,0.0,0.0
55849,12.6,95.9,89.3,0.4,4.1,1.0,2.1,0.0
57708,16.4,87.7,32.6,0.4,52.5,0.5,3.0,0.0
35938,40.9,75.0,1.9,0.0,94.6,0.0,0.0,0.0
50438,14.8,90.2,82.2,0.4,6.7,0.6,3.3,1.0
32500,21.0,92.6,1.3,2.6,96.1,0.0,0.0,0.0
42000,24.5,93.1,6.5,0.0,92.4,0.0,0.0,0.0
31250,17.3,90.1,11.4,0.5,77.1,0.0,3.2,0.0
51250,6.1,90.3,28.0,0.0,40.0,0.0,12.0,0.0
68750,15.8,88.7,33.0,0.0,54.1,0.0,3.7,0.0
85746,6.6,94.8,69.7,0.9,11.8,6.1,5.1,0.0
70625,8.9,92.6,91.7,0.0,4.0,1.3,2.1,0.0
40417,21.8,85.7,17.1,0.2,69.1,0.0,1.8,0.0
48125,4.1,76.5,10.0,0.0,88.7,0.0,0.0,0.0
72335,5.1,96.3,87.2,0.4,5.0,0.9,3.5,0.0
28750,13.5,86.4,5.8,0.0,91.6,0.0,0.0,0.0
20938,31.8,85.0,5.4,0.0,94.6,0.0,0.0,0.0
49286,2.8,90.2,53.1,0.0,34.7,2.0,0.0,0.0
43750,35.8,68.1,3.3,0.0,94.7,0.0,0.2,0.0
65893,5.7,100.0,87.8,0.2,4.2,0.5,2.4,0.0
62236,10.9,89.7,79.9,0.7,8.9,1.5,4.5,0.0
53111,16.6,89.9,60.7,0.8,16.7,10.8,4.4,0.0
41250,36.3,76.1,6.6,0.3,90.3,0.0,0.3,0.0
63667,17.5,87.3,16.2,1.0,38.4,36.5,11.2,0.0
81563,11.9,93.2,61.2,0.0,27.8,1.3,2.7,0.0
34583,35.1,76.4,2.0,0.0,97.7,0.0,0.0,0.0
52917,29.9,64.6,2.1,0.0,96.3,0.0,0.0,0.0
38125,17.5,86.2,38.4,0.3,48.3,0.5,2.8,0.0
50000,10.6,86.5,8.4,0.0,80.0,1.1,2.1,0.0
82858,8.2,91.2,84.3,1.0,5.3,1.4,4.1,0.0
68250,7.1,93.0,88.4,1.3,3.8,1.2,3.1,0.0
43333,49.1,72.1,8.6,0.0,90.1,0.7,2.6,0.0
62934,11.8,87.1,40.3,0.5,9.9,37.4,9.4,0.0
61923,6.8,97.2,85.9,2.6,0.8,1.3,9.8,0.0
32083,24.1,84.5,9.4,0.0,80.0,0.0,1.8,0.0
40000,14.7,77.3,3.3,0.0,95.7,0.0,0.0,0.0
37679,26.2,79.4,2.1,0.0,95.7,0.0,1.8,0.0
39583,31.6,74.2,1.9,0.0,97.2,0.3,0.2,0.0
87708,16.3,82.9,16.0,0.9,73.6,1.2,1.3,0.0
33182,48.9,82.4,3.6,0.0,88.9,0.3,0.0,0.0
17083,46.3,82.4,1.0,0.0,96.9,0.0,0.0,0.0
52083,5.0,100.0,88.9,0.0,0.0,7.4,0.0,0.0
44063,28.3,75.9,2.2,0.0,94.2,0.1,0.0,0.0
42188,21.5,78.8,3.4,0.0,95.0,0.0,0.0,0.0
82813,14.3,88.2,61.5,0.0,15.4,0.0,0.0,0.0
83574,7.3,95.1,85.0,0.9,5.2,0.9,4.2,0.0
47917,13.1,78.7,24.1,0.0,71.3,0.0,0.0,0.0
82109,8.2,97.1,89.9,0.3,3.4,0.8,3.2,0.0
37813,20.2,88.6,10.1,0.0,84.1,0.0,0.0,0.0
30536,35.2,78.5,2.5,0.4,92.2,0.0,0.0,0.0
64792,16.8,93.7,41.6,0.0,36.7,0.6,2.6,0.0
78750,30.2,97.1,94.1,0.0,0.0,0.5,3.2,0.0
54375,33.3,86.7,70.8,0.0,13.5,0.0,6.7,0.0
36667,17.4,87.5,3.6,0.0,95.7,0.0,0.2,0.0
36875,20.3,86.0,2.7,0.0,94.7,0.2,0.2,0.0
65850,12.9,90.4,85.2,0.7,5.8,1.0,3.4,0.0
24750,18.4,80.2,3.1,0.0,93.2,0.0,0.0,0.0
21250,57.3,70.1,23.2,0.0,75.9,0.0,0.0,0.0
49924,12.0,91.0,10.0,0.4,82.7,0.1,1.9,0.0
32250,19.1,77.6,4.3,0.0,90.5,0.0,0.5,0.0
51369,2.1,85.6,78.0,5.1,5.1,2.9,4.8,0.0
102750,14.9,94.1,94.1,1.4,1.4,0.5,2.3,0.0
31736,9.5,89.6,84.5,0.0,4.2,0.6,3.6,0.0
39205,29.0,77.8,4.2,0.0,91.9,0.7,0.4,0.0
119423,0.0,95.4,93.9,0.0,3.8,0.9,2.4,0.0
79750,3.9,93.6,44.5,0.0,30.3,0.4,2.6,0.0
33542,60.5,98.0,10.6,0.0,80.3,0.0,2.0,0.0
24167,53.1,72.6,2.8,0.0,97.2,0.0,0.0,0.0
30625,28.3,76.0,3.0,0.0,96.5,0.0,0.0,0.0
41964,22.4,82.7,86.4,0.0,8.5,0.0,0.0,0.0
74375,7.1,57.5,21.2,0.0,75.0,1.9,1.9,0.0
43250,15.3,78.9,56.1,0.3,37.6,0.3,0.5,0.0
26250,28.1,72.2,0.0,0.0,98.5,0.0,0.0,0.0
56250,17.7,92.8,7.4,0.5,80.0,0.0,2.6,0.0
42813,30.8,75.9,3.5,0.0,93.5,0.0,1.2,0.0
38125,42.3,72.6,2.8,0.0,96.0,0.3,0.3,0.0
39375,26.6,66.4,5.0,0.0,94.6,0.0,2.5,0.0
70909,8.3,91.9,85.6,0.1,7.7,1.1,2.6,0.0
23125,21.8,84.8,92.5,0.0,3.5,0.3,4.4,0.0
36875,21.1,76.3,7.4,0.0,80.9,0.0,0.0,0.0
35000,32.4,92.3,5.6,0.0,94.4,0.0,0.0,0.0
49659,10.8,94.5,78.1,0.2,15.4,0.3,2.6,0.0
51250,24.4,84.9,2.5,0.4,94.7,0.0,0.0,0.0
76389,11.3,92.6,30.4,0.5,54.8,2.2,2.4,0.0
30833,39.6,84.7,15.9,0.0,63.4,0.0,0.0,0.0
40833,37.2,75.3,3.7,0.4,88.3,0.0,0.1,0.0
70536,7.5,92.1,79.6,5.4,3.4,4.0,6.1,0.0
51250,21.4,86.3,11.3,0.0,78.9,1.4,0.0,0.0
57500,46.9,93.3,22.2,0.0,66.7,0.0,1.9,0.0
20000,50.0,62.9,2.0,0.0,77.6,0.0,0.0,0.0
80938,6.2,65.2,10.0,0.2,87.1,0.0,0.0,0.0
38281,27.6,82.8,4.9,0.0,94.3,0.0,0.8,0.0
41250,16.3,62.3,5.9,0.0,91.4,1.1,0.0,0.0
35833,43.9,73.6,2.4,0.0,95.8,0.0,0.0,0.0
33750,18.8,73.4,11.0,0.0,87.6,0.0,1.4,0.0
34464,21.3,76.7,10.6,0.0,79.5,0.6,1.9,0.0
61797,11.5,91.3,79.1,1.8,9.2,1.1,4.6,0.0
56667,8.3,90.9,28.6,0.0,66.7,0.0,0.0,0.0
66667,0.0,78.7,59.1,0.0,34.1,0.0,1.1,0.0
38125,33.7,71.7,2.7,0.0,95.6,0.0,2.7,0.0
68641,10.8,93.6,80.0,0.4,7.0,3.2,3.7,0.0
28750,35.8,68.8,16.2,0.0,66.2,0.0,0.0,0.0
33125,39.3,72.6,1.8,0.0,98.1,0.0,0.0,0.0
47500,25.7,77.6,1.8,0.0,97.2,0.0,0.0,0.0
44063,40.5,66.7,4.9,0.0,88.5,1.6,4.9,0.0
68929,11.9,100.0,89.7,0.6,3.7,0.6,1.7,0.0
57292,17.6,83.6,5.8,0.4,89.5,0.0,1.9,0.0
61563,19.0,75.7,10.6,0.0,88.4,0.0,0.5,0.0
78500,9.0,89.0,67.7,4.5,23.3,0.6,3.2,0.0
82813,0.0,100.0,90.4,0.0,3.8,3.8,1.9,0.0
63750,2.1,94.7,67.9,4.4,21.4,0.6,10.1,0.0
30000,28.2,93.2,8.5,1.1,71.2,0.0,0.0,0.0
59375,0.0,90.0,14.7,0.0,83.3,0.0,0.0,0.0
41042,20.8,85.0,36.1,0.0,58.8,2.6,1.5,0.0
81458,8.2,100.0,88.5,0.0,5.1,0.0,0.0,0.0
31719,38.0,66.7,2.2,0.0,93.4,0.0,0.4,0.0
51875,31.8,66.7,17.4,0.0,43.5,0.0,0.0,0.0
103203,9.6,96.4,88.0,0.1,4.3,0.9,3.5,0.0
24688,33.2,83.2,4.8,0.0,88.6,0.6,0.6,0.0
36563,33.3,76.2,3.2,0.0,95.8,0.0,0.0,0.0
53750,11.3,91.1,9.8,0.0,88.2,0.0,1.0,0.0
42500,20.8,84.0,3.7,0.0,91.5,0.0,0.0,0.0
33125,38.0,79.2,5.5,0.0,92.0,0.0,0.7,0.0
57708,14.8,82.1,11.1,0.4,82.3,0.6,3.5,0.0
61458,14.9,87.5,70.7,0.9,17.9,2.1,3.2,0.0
79167,9.8,97.5,89.5,0.8,4.3,1.4,3.3,0.0
56875,18.2,84.6,17.0,2.5,39.0,34.7,6.1,0.0
33661,48.4,61.4,4.9,0.0,94.5,0.1,0.0,0.0
46250,15.2,87.1,30.4,0.7,50.6,0.5,4.1,0.0
27917,44.1,74.9,0.4,0.0,99.4,0.0,0.0,0.0
41827,29.9,66.2,4.0,0.1,85.4,0.0,0.0,0.0
46875,9.5,95.5,72.5,1.2,13.7,1.2,3.9,0.0
59250,10.9,92.6,58.2,1.2,26.1,0.6,2.4,0.0
53750,8.4,93.9,68.5,3.1,16.7,2.4,3.6,0.0
38750,23.3,80.6,3.6,0.0,96.0,0.0,0.0,0.0
29375,42.8,79.9,3.6,0.0,94.8,0.4,0.2,0.0
43125,28.8,69.3,5.7,0.0,94.3,0.0,0.4,0.0
85341,7.7,90.7,86.8,0.0,7.9,1.8,0.9,0.0
70376,9.0,92.8,65.3,0.5,16.8,6.0,4.9,0.0
69643,4.6,97.2,91.0,0.0,3.7,0.5,2.3,0.0
31667,26.2,100.0,100.0,0.0,0.0,0.0,0.0,0.0
18063,92.9,73.1,83.0,0.7,12.9,0.0,0.0,0.0
30313,33.7,75.6,23.3,0.0,76.7,0.0,1.2,0.0
65048,5.2,93.6,85.9,0.3,4.3,1.6,3.9,0.0
58750,12.7,76.4,12.7,0.0,82.3,1.3,0.0,0.0
65750,29.6,82.1,76.2,2.7,6.6,1.8,5.0,0.0
39271,29.3,74.3,4.3,0.2,95.3,0.2,0.0,0.0
82049,3.1,95.3,87.4,0.8,3.8,0.9,3.2,0.0
71597,10.1,94.5,89.8,0.1,4.4,0.8,2.7,0.0
15938,72.0,80.0,6.4,1.3,84.6,0.0,15.4,0.0
22500,62.5,50.0,5.6,0.0,83.3,1.9,0.0,0.0
50536,14.3,88.7,87.5,0.3,5.3,0.7,2.7,0.0
